date,home_team_api_id,away_team_api_id,outcome
2011-10-16,8342,9991,H
2011-10-16,8635,9985,H
2011-10-15,9997,9993,A
2011-10-15,10000,9989,A
2011-10-15,1773,10001,D
2011-10-15,9994,9987,H
2011-10-15,8203,9984,A
2011-10-15,9998,8571,H
2011-10-23,9985,10000,H
2011-10-22,9987,9998,H
2011-10-22,9991,9994,H
2011-10-22,9993,8203,D
2011-10-23,8571,8342,H
2011-10-22,9989,9997,A
2011-10-23,10001,8635,A
2011-10-22,9984,1773,H
2011-10-29,8342,9987,A
2011-10-30,8635,9989,H
2011-10-30,9997,9985,D
2011-10-29,10000,9984,D
2011-10-29,1773,9993,H
2011-10-29,9994,8571,A
2011-10-29,8203,10001,H
2011-10-29,9998,9991,D
2011-11-06,9985,8342,H
2011-11-05,9987,8571,D
2011-11-04,9991,8203,H
2011-11-05,9993,9998,H
2011-11-05,10000,9997,D
2011-11-05,9989,1773,H
2011-11-05,10001,9994,A
2011-11-06,9984,8635,H
2011-11-20,8342,9984,H
2011-11-20,8635,9997,H
2011-11-19,9987,10001,H
2011-11-18,1773,9985,A
2011-11-19,9994,9993,D
2011-11-19,8571,9991,A
2011-11-19,8203,10000,D
2011-11-19,9998,9989,H
2011-11-25,9985,8203,H
2011-11-27,9991,9987,H
2011-11-26,9993,8571,A
2011-11-26,9997,1773,H
2011-11-26,10000,8635,A
2011-11-26,9989,8342,A
2011-11-26,10001,9998,H
2011-11-26,9984,9994,D
2011-12-04,8635,1773,D
2011-12-04,9985,9991,D
2011-12-02,9993,9987,H
2011-12-03,9997,9998,A
2011-12-03,10000,9994,D
2011-12-03,9989,8203,D
2011-12-03,10001,8342,A
2011-12-03,9984,8571,A
2011-12-11,8342,9997,H
2011-12-10,9987,9989,H
2011-12-10,1773,10000,D
2011-12-10,9994,9985,D
2011-12-10,8571,10001,H
2011-12-09,8203,8635,H
2011-12-10,9998,9984,A
2011-12-10,9991,9993,A
2011-12-18,8635,9994,H
2011-12-18,9985,9987,D
2011-12-17,9997,8203,D
2011-12-17,10000,9998,A
2011-12-18,1773,8342,H
2011-12-17,9989,8571,H
2011-12-17,10001,9993,H
2011-12-18,9984,9991,A
